Subject, Waytotal, Total, PAG_NVox, AON, AON_NVox, AON_NVoxPath, PirF, PirF_NVox, PirF_NVoxPath, PirT, PirT_NVox, PirT_NVoxPath, Tub, Tub_NVox, Tub_NVoxPath, 
100206, 1300888  , 14265.999930, 267, 191.000029, 330, 107, 3432.000102, 247, 257, 3529.000126, 457, 257, 7114.000090, 189, 263, 
100610, 944237  , 9083.000064, 193, 1173.000015, 484, 135, 2351.999997, 295, 183, 2551.000088, 553, 182, 3006.999924, 201, 178, 
101006, 957602  , 44929.000032, 196, 1483.000065, 288, 171, 13225.000040, 179, 196, 12327.999964, 336, 196, 17892.999930, 169, 195, 
101309, 940309  , 3335.000075, 191, 57.999991, 333, 43, 861.999952, 225, 176, 1267.000064, 425, 176, 1148.000000, 176, 175, 
101915, 939125  , 53234.999907, 191, 666.000000, 342, 144, 11750.999967, 180, 189, 18847.000063, 341, 191, 21971.000074, 161, 191, 
102311, 882814  , 44057.999962, 180, 3053.999973, 376, 159, 8575.000056, 215, 177, 5645.000034, 434, 173, 26784.000018, 167, 177, 
102513, 1034420  , 4090.000036, 209, 59.000015, 373, 37, 1404.000052, 363, 172, 1089.000084, 818, 178, 1538.000055, 254, 155, 
103414, 911888  , 81348.000064, 188, 2314.000044, 271, 171, 23855.000024, 212, 188, 18627.999928, 441, 188, 36551.000044, 127, 188, 
103515, 906952  , 16476.000042, 184, 360.000038, 363, 103, 5186.000052, 202, 174, 4558.999926, 392, 174, 6371.000082, 176, 174, 
103818, 781158  , 12857.000023, 162, 934.000008, 258, 92, 3891.999993, 184, 161, 4310.000000, 396, 160, 3721.000009, 141, 157, 
105115, 1055094  , 5046.999984, 215, 174.000005, 363, 95, 1352.999956, 211, 196, 1412.000000, 448, 200, 2108.000000, 170, 200, 
106016, 823423  , 28942.000022, 169, 482.999952, 234, 122, 8787.000027, 199, 169, 10082.000045, 422, 169, 9589.999978, 147, 169, 
107321, 903651  , 25445.000085, 185, 6069.999943, 240, 161, 5620.000089, 211, 183, 5541.999918, 402, 182, 8213.000075, 160, 185, 
107422, 889832  , 10559.000082, 186, 28.999998, 345, 27, 2598.000064, 229, 176, 2993.999925, 455, 175, 4937.999940, 185, 180, 
108121, 818679  , 30452.999931, 167, 2624.000016, 230, 152, 8401.999959, 205, 167, 8012.000016, 383, 167, 11414.999931, 152, 167, 
108222, 899566  , 7984.999932, 184, 389.000028, 335, 93, 2303.999973, 195, 177, 2732.000040, 431, 180, 2559.999925, 177, 175, 
109830, 811671  , 32131.999990, 166, 381.999940, 325, 133, 9096.999945, 210, 165, 7370.000055, 391, 165, 15282.999990, 164, 166, 
110007, 876037  , 38861.000050, 178, 1038.999976, 247, 161, 7647.000030, 183, 177, 5841.000000, 388, 177, 24334.000002, 120, 177, 
110411, 1066302  , 23960.000067, 219, 381.999942, 350, 149, 7907.999991, 215, 219, 5392.000010, 439, 218, 10278.000033, 157, 219, 
110613, 1046168  , 58242.000106, 214, 299.999952, 424, 102, 17610.000056, 218, 212, 17901.999924, 535, 213, 22429.999932, 169, 213, 
112112, 1026546  , 25674.999932, 207, 383.999940, 322, 135, 6785.000005, 207, 205, 6747.999965, 416, 205, 11758.000090, 165, 205, 
112314, 981053  , 72387.000031, 199, 481.000000, 432, 148, 21602.000036, 217, 199, 15504.000052, 475, 199, 34800.000028, 194, 199, 
112920, 1091300  , 12073.000065, 222, 237.000008, 356, 109, 4288.000025, 246, 211, 3118.000080, 472, 208, 4429.999912, 186, 212, 
113619, 1133895  , 87738.000012, 234, 757.000015, 343, 205, 31877.999946, 210, 234, 16937.999910, 407, 234, 38165.000094, 163, 234, 
113922, 985727  , 89196.000078, 199, 131.999983, 389, 67, 31223.000042, 224, 197, 20328.000025, 498, 193, 37513.000040, 157, 197, 
116524, 873348  , 42203.999961, 180, 266.000028, 317, 73, 13609.000074, 200, 163, 10971.999996, 425, 164, 17357.000004, 152, 171, 
118124, 726157  , 26313.000068, 149, 937.000028, 316, 101, 4163.000046, 160, 138, 4999.999997, 353, 139, 16212.999970, 139, 146, 
118528, 973882  , 59106.000029, 198, 1474.000066, 265, 154, 19826.000018, 214, 197, 10987.000078, 411, 197, 26819.000032, 153, 197, 
119126, 926375  , 17366.000006, 191, 447.000000, 359, 150, 6757.999990, 201, 190, 5525.000082, 376, 191, 4635.999939, 128, 183, 
121416, 982847  , 21537.000024, 204, 259.999980, 421, 106, 5763.999960, 250, 194, 7088.000082, 471, 201, 8425.000024, 193, 196, 
122822, 891826  , 14092.999920, 181, 92.000025, 316, 65, 2755.000024, 213, 172, 2836.000023, 406, 177, 8409.999960, 172, 180, 
123117, 1128317  , 24027.999956, 230, 244.000032, 430, 96, 4214.999892, 246, 222, 4323.000000, 484, 220, 15246.000092, 195, 227, 
124422, 981591  , 42233.000028, 201, 314.999971, 340, 143, 11616.000000, 209, 200, 9298.999957, 436, 199, 21003.000000, 158, 200, 
124826, 1007029  , 30623.999964, 206, 363.000060, 367, 123, 8445.000010, 290, 205, 11088.999982, 505, 206, 10727.000096, 201, 206, 
127630, 948986  , 22492.000074, 199, 340.000050, 323, 130, 7664.000058, 194, 198, 5324.000031, 374, 199, 9163.999944, 146, 198, 
128632, 1037507  , 39517.999920, 212, 6539.000069, 337, 203, 9577.000020, 234, 210, 5656.999944, 412, 212, 17745.000000, 166, 208, 
129028, 1093047  , 7500.999936, 224, 442.000017, 226, 153, 3636.999960, 265, 220, 2195.999948, 612, 214, 1225.999950, 199, 197, 
129129, 1016165  , 42853.999956, 207, 450.999990, 396, 126, 10968.999985, 186, 205, 10179.000036, 465, 204, 21255.000072, 163, 206, 
129634, 873485  , 30662.999976, 178, 203.999994, 266, 107, 9358.999962, 195, 177, 12410.999920, 451, 176, 8688.999968, 186, 176, 
130013, 1099122  , 35967.999953, 227, 150.999996, 418, 84, 13267.000018, 236, 227, 9547.000038, 518, 226, 13002.999968, 197, 224, 
130316, 930351  , 7363.999973, 190, 358.000008, 286, 102, 1871.000031, 214, 167, 2101.000038, 410, 178, 3034.000011, 160, 177, 
130417, 1173603  , 52628.999967, 237, 822.000033, 380, 157, 12909.000108, 205, 236, 7872.999981, 457, 231, 31025.000001, 165, 237, 
131217, 815490  , 14726.999996, 172, 504.000042, 311, 133, 4245.000076, 191, 172, 4128.000021, 346, 171, 5850.000016, 143, 172, 
131823, 1107091  , 6871.999950, 228, 246.000004, 266, 124, 1931.000032, 193, 208, 2808.999978, 458, 218, 1885.999920, 169, 210, 
132017, 878716  , 35557.000020, 180, 282.999942, 363, 127, 12731.000040, 207, 180, 8042.000040, 426, 180, 14500.999980, 144, 180, 
133019, 1052599  , 59943.999990, 213, 1618.000064, 383, 178, 20573.999937, 317, 213, 13915.999929, 625, 213, 23835.999939, 221, 213, 
133827, 1211530  , 6581.000036, 247, 206.000010, 399, 90, 1975.999944, 195, 188, 1913.999976, 383, 196, 2484.999932, 195, 194, 
134021, 820755  , 27795.000064, 169, 884.000034, 253, 153, 8662.000022, 233, 169, 6465.999995, 409, 169, 11782.999917, 163, 169, 
134223, 910912  , 17932.999908, 187, 540.000003, 391, 107, 4889.000001, 241, 183, 3828.999960, 538, 180, 8675.000076, 167, 183, 
134425, 918669  , 35885.000080, 188, 840.000000, 349, 168, 9133.999928, 222, 188, 6197.999995, 423, 187, 19713.000004, 163, 188, 
134728, 1185405  , 16939.999979, 242, 249.999952, 383, 116, 5437.999940, 216, 230, 5157.999990, 421, 234, 6093.999900, 175, 225, 
135528, 762329  , 40755.999925, 155, 1921.000050, 283, 150, 12579.999950, 213, 155, 9461.000050, 363, 155, 16793.999985, 136, 155, 
135730, 1058268  , 71893.000105, 215, 360.999960, 470, 120, 19012.999970, 279, 215, 20542.999955, 551, 215, 31975.999915, 217, 215, 
135932, 929334  , 29710.000020, 189, 144.000000, 378, 80, 8648.000000, 232, 184, 6097.999956, 443, 186, 14819.999980, 163, 185, 
136732, 999786  , 59732.999919, 207, 3748.999941, 226, 201, 17752.999995, 174, 207, 19332.999945, 391, 207, 18898.000002, 131, 207, 
136833, 993752  , 15942.000000, 203, 677.999934, 383, 138, 5061.000026, 228, 194, 4352.000039, 427, 193, 5851.000036, 200, 194, 
137229, 1268710  , 92327.999926, 257, 130.000008, 437, 86, 26392.999986, 283, 257, 20911.000063, 567, 257, 44894.000025, 210, 257, 
137633, 1091791  , 20290.000055, 223, 690.999960, 361, 147, 7582.000095, 187, 219, 5491.000020, 408, 220, 6526.000040, 156, 218, 
138231, 948884  , 41549.000024, 196, 1230.000084, 345, 174, 12503.999928, 211, 196, 10108.000084, 383, 196, 17707.000052, 158, 196, 
139233, 1002129  , 21415.000075, 205, 831.999924, 219, 153, 6943.000056, 208, 204, 7024.000092, 387, 204, 6616.000055, 192, 205, 
139637, 821540  , 33676.999944, 168, 1460.000025, 414, 135, 7281.999984, 217, 168, 6504.000048, 444, 168, 18430.999944, 181, 168, 
139839, 1203683  , 50713.999920, 246, 191.000058, 409, 123, 11059.999920, 258, 240, 14383.999920, 464, 240, 25079.000100, 197, 238, 
140117, 899612  , 56139.000066, 186, 229.999966, 366, 106, 19698.000036, 220, 186, 14731.999986, 427, 186, 21479.000070, 179, 186, 
141119, 1004285  , 27152.999939, 204, 37.000000, 337, 32, 6553.000091, 241, 191, 4742.999970, 424, 177, 15819.999975, 170, 195, 
141826, 932600  , 24700.000052, 192, 185.999958, 331, 102, 6610.000050, 242, 185, 7010.000030, 498, 190, 10893.999959, 161, 191, 
144125, 888040  , 35188.000040, 181, 231.000016, 341, 104, 10270.999936, 223, 181, 10402.999978, 392, 181, 14283.000000, 181, 180, 
144731, 823726  , 10613.999968, 169, 228.000024, 272, 84, 4091.000000, 218, 160, 3436.999968, 430, 159, 2858.000064, 126, 152, 
146129, 1045092  , 34174.000046, 214, 254.000054, 347, 121, 10731.000066, 246, 213, 10482.999906, 456, 213, 12706.000048, 191, 214, 
146432, 1131536  , 42766.999940, 230, 153.000020, 436, 86, 10186.000092, 313, 228, 13166.999980, 557, 230, 19260.999940, 208, 230, 
146533, 1054615  , 21048.000028, 214, 132.000036, 364, 92, 6747.999930, 236, 210, 4554.999960, 507, 210, 9613.000080, 168, 212, 
146937, 883893  , 37899.999956, 182, 1794.999934, 257, 182, 7731.000004, 180, 182, 7394.000068, 339, 182, 20979.999950, 150, 182, 
147030, 1022877  , 21913.000015, 208, 53.000017, 283, 49, 4418.999928, 210, 189, 5979.999960, 476, 198, 11461.000048, 148, 202, 
148133, 817356  , 27928.000024, 166, 1590.999978, 335, 131, 6502.999965, 192, 165, 6703.999995, 490, 165, 13130.000076, 145, 166, 
149236, 1108751  , 53125.000100, 224, 473.999967, 348, 153, 15217.999940, 250, 220, 9631.999910, 501, 221, 27800.999903, 204, 223, 
149337, 1096711  , 39755.000096, 224, 267.999996, 411, 132, 9262.000062, 224, 222, 7807.999962, 452, 222, 22417.000032, 171, 224, 
149539, 1126749  , 6659.000062, 232, 149.000004, 356, 79, 1074.000032, 217, 196, 1573.000084, 485, 197, 3862.999950, 178, 213, 
149842, 865457  , 83198.000046, 177, 1764.000032, 416, 146, 26279.999952, 222, 177, 19776.999968, 485, 176, 35377.000032, 147, 176, 
150625, 1144746  , 34980.000040, 235, 422.000032, 434, 152, 9156.999895, 255, 235, 7199.000105, 522, 235, 18201.999965, 217, 235, 
150928, 803946  , 3654.000014, 163, 406.000002, 256, 101, 682.000050, 224, 150, 769.000032, 392, 144, 1797.000030, 171, 147, 
151627, 915786  , 13135.000041, 186, 184.999960, 357, 95, 3810.000036, 220, 172, 3147.000050, 460, 170, 5992.999914, 156, 173, 
152831, 1305191  , 111388.000088, 271, 160.999960, 478, 110, 35849.999976, 255, 266, 23999.999880, 507, 267, 51377.000032, 194, 268, 
153227, 729623  , 35745.999960, 149, 478.999962, 315, 129, 8586.999928, 170, 149, 11184.999986, 341, 149, 15495.000061, 137, 149, 
154229, 1026661  , 45514.000064, 208, 1503.000028, 341, 188, 12986.000010, 216, 206, 15815.999979, 420, 207, 15208.999936, 179, 208, 
154532, 1087131  , 17618.000042, 221, 243.000048, 343, 116, 5133.999937, 212, 209, 4098.000060, 446, 210, 8143.000028, 168, 214, 
154734, 1027708  , 52366.000016, 210, 807.999941, 439, 167, 12319.000096, 237, 208, 9891.000080, 487, 208, 29348.000077, 282, 209, 
154835, 1005532  , 32544.000100, 205, 1622.999952, 285, 196, 10808.999945, 264, 205, 6463.999935, 516, 205, 13648.000050, 203, 205, 
154936, 1030374  , 16489.999968, 218, 330.999992, 427, 92, 6059.999937, 254, 197, 3207.999936, 488, 192, 6890.999915, 187, 197, 
155635, 1024849  , 35650.999904, 208, 591.999980, 301, 143, 11200.999977, 206, 207, 10656.000027, 404, 207, 13202.000032, 165, 208, 
155938, 1377270  , 11267.000064, 279, 201.000012, 374, 114, 1701.000000, 244, 210, 4767.999918, 516, 242, 4596.999925, 208, 245, 
158035, 978567  , 32323.999950, 198, 1282.000041, 206, 189, 8763.000048, 211, 198, 10105.000092, 448, 198, 12173.999955, 153, 195, 
159138, 1049078  , 23703.000023, 215, 90.000016, 356, 59, 6784.999958, 234, 206, 5058.000000, 487, 200, 11769.999901, 171, 209, 
159239, 960608  , 40687.999950, 195, 1070.000022, 348, 182, 12325.999908, 198, 194, 11076.999972, 403, 194, 16214.999970, 154, 195, 
159340, 994848  , 776.999992, 205, 25.999995, 310, 21, 278.999997, 238, 109, 334.000010, 402, 122, 138.000000, 194, 75, 
159441, 952341  , 23972.000022, 195, 298.000062, 261, 129, 7281.999914, 140, 191, 7907.000016, 389, 193, 8485.000050, 105, 190, 
160830, 941973  , 7223.000036, 198, 550.000059, 405, 147, 2034.000000, 222, 192, 2035.999956, 421, 188, 2603.000064, 189, 192, 
161731, 929434  , 11192.000069, 191, 286.000065, 264, 135, 3808.999920, 191, 190, 3162.000012, 436, 188, 3935.000034, 155, 189, 
162329, 836519  , 23139.999927, 171, 542.000025, 283, 147, 6434.999970, 151, 170, 6063.999960, 339, 170, 10099.000080, 135, 171, 
162733, 845242  , 22451.000040, 174, 245.000008, 297, 88, 5927.000040, 188, 162, 4815.999990, 393, 162, 11463.000024, 144, 168, 
163331, 993059  , 18287.000064, 201, 1814.000055, 374, 127, 3364.000031, 240, 163, 2932.000005, 511, 165, 10177.000052, 170, 188, 
163836, 829409  , 3528.000036, 174, 111.000015, 299, 63, 1025.999994, 164, 149, 561.999981, 410, 129, 1829.000055, 141, 159, 
164030, 1015550  , 17470.999962, 207, 144.000012, 338, 78, 6692.000022, 219, 206, 6366.999936, 460, 204, 4268.000026, 180, 202, 
164939, 839461  , 25788.000078, 171, 73.000023, 343, 51, 4936.999930, 163, 158, 5641.000035, 322, 165, 15137.000028, 160, 171, 
167238, 770793  , 17663.000000, 160, 586.000064, 353, 136, 5617.000000, 208, 160, 5318.999970, 414, 159, 6141.000000, 179, 160, 
168240, 1142694  , 16353.000000, 232, 278.000041, 244, 121, 2784.000030, 191, 210, 3140.000052, 395, 212, 10151.000100, 142, 225, 
169949, 981371  , 17278.999974, 201, 793.000005, 286, 105, 4614.999999, 196, 201, 3666.000000, 432, 200, 8205.000000, 146, 200, 
170631, 868687  , 22444.000020, 180, 101.999972, 330, 74, 7191.999932, 195, 178, 4667.000064, 407, 177, 10483.000053, 145, 177, 
171633, 742404  , 3373.000050, 156, 549.999990, 331, 90, 747.999980, 227, 130, 557.000026, 409, 121, 1518.000004, 171, 137, 
172938, 900870  , 22953.000036, 186, 456.999975, 312, 135, 7489.000026, 202, 186, 7343.000070, 343, 186, 7663.999986, 177, 186, 
173435, 890787  , 28295.000010, 185, 1139.999974, 240, 146, 8593.999920, 206, 180, 9067.000016, 464, 184, 9493.999974, 147, 179, 
173536, 895481  , 21543.000048, 184, 1207.999989, 319, 147, 5848.999920, 237, 180, 5319.000056, 437, 184, 9167.000029, 163, 181, 
173738, 1104570  , 21332.000032, 224, 540.999976, 419, 187, 6838.000064, 243, 224, 4758.000052, 481, 221, 9195.000035, 187, 221, 
173839, 722988  , 15384.000000, 150, 373.000045, 346, 121, 4945.000050, 211, 150, 3832.000050, 362, 150, 6234.000000, 148, 150, 
173940, 955337  , 20560.000017, 199, 590.000040, 290, 168, 5680.000086, 188, 199, 5246.999966, 376, 199, 9042.999989, 150, 199, 
174437, 719404  , 15293.999955, 149, 171.000016, 266, 88, 4882.999988, 195, 149, 2953.000008, 407, 149, 7286.999960, 139, 149, 
175035, 865739  , 20040.000003, 177, 638.999946, 438, 117, 5543.000050, 219, 175, 3049.999920, 334, 170, 10808.000019, 185, 177, 
175237, 865451  , 68075.999964, 178, 686.000000, 262, 160, 23413.000024, 172, 178, 15513.999934, 355, 178, 28462.999932, 116, 178, 
175338, 1126496  , 69970.999970, 230, 1063.999937, 388, 203, 23238.999900, 239, 230, 17350.000090, 525, 230, 28317.999970, 161, 230, 
175439, 762429  , 54302.000020, 155, 744.999968, 243, 139, 14989.000030, 174, 155, 12625.000015, 341, 155, 25943.000070, 150, 155, 
175742, 847638  , 14235.000016, 174, 277.999988, 335, 92, 2862.000000, 203, 159, 3808.999920, 447, 165, 7286.000064, 135, 168, 
176037, 815729  , 41077.000068, 169, 4775.999922, 255, 162, 9513.000029, 174, 169, 7242.999919, 407, 167, 19545.000048, 145, 168, 
178950, 1141485  , 113700.000024, 232, 1012.000023, 410, 207, 36540.999957, 242, 231, 25054.000050, 455, 230, 51092.999958, 190, 231, 
179346, 799715  , 54140.000022, 162, 877.000020, 355, 145, 15013.000080, 260, 162, 12694.000050, 464, 162, 25555.999932, 192, 162, 
180129, 850383  , 18078.999980, 173, 116.999988, 392, 69, 4752.999980, 193, 166, 6410.999952, 425, 168, 6798.000048, 139, 168, 
181131, 870576  , 19561.000025, 177, 171.000032, 337, 92, 4590.000084, 183, 172, 10328.000025, 360, 175, 4471.999922, 155, 169, 
181232, 947517  , 11578.999965, 203, 1690.000029, 300, 159, 2722.000008, 209, 199, 2977.000096, 432, 196, 4190.000000, 160, 200, 
181636, 807110  , 14621.000065, 163, 63.999994, 281, 47, 3636.000018, 188, 153, 2706.999980, 408, 155, 8214.000000, 139, 160, 
182436, 832010  , 9337.000008, 169, 209.000040, 228, 85, 2236.999995, 196, 153, 2851.000000, 441, 160, 4040.000017, 157, 151, 
183034, 1108872  , 74632.999950, 225, 223.000024, 467, 104, 12685.999916, 275, 223, 9746.999960, 509, 223, 51977.000025, 201, 225, 
185139, 861343  , 48183.000075, 175, 680.999967, 465, 141, 17458.000000, 249, 175, 10805.999925, 479, 175, 19238.000075, 184, 175, 
185442, 1272024  , 91386.000108, 259, 234.999960, 487, 120, 27796.999896, 298, 248, 17377.000000, 529, 250, 45976.999992, 216, 248, 
186141, 881406  , 23758.000003, 180, 767.000022, 297, 131, 3209.000044, 202, 172, 4646.000016, 428, 172, 15136.000075, 135, 175, 
186444, 1115135  , 65086.999944, 228, 570.000000, 450, 200, 18084.999900, 242, 228, 16958.000004, 458, 228, 29474.000040, 152, 228, 
187345, 913392  , 16488.000064, 186, 282.999941, 326, 137, 2589.999952, 202, 181, 5255.000072, 451, 184, 8360.000072, 150, 184, 
188448, 1072797  , 54793.000066, 219, 1827.000045, 417, 195, 17946.000018, 261, 218, 12558.999895, 519, 215, 22460.999980, 197, 218, 
188549, 1141236  , 14742.999974, 233, 215.000012, 440, 118, 3734.999961, 291, 231, 3746.999984, 564, 232, 7045.999919, 196, 233, 
188751, 1295305  , 18156.999973, 263, 102.000024, 432, 72, 4188.999930, 240, 246, 4650.999947, 449, 253, 9215.000025, 208, 245, 
189450, 1183653  , 40355.000010, 240, 34.000006, 184, 29, 11140.999995, 135, 229, 2796.000093, 377, 213, 26384.000016, 122, 232, 
191033, 1074125  , 42766.000080, 222, 939.000060, 345, 180, 13175.000034, 239, 222, 10915.999965, 446, 221, 17736.000040, 156, 220, 
192035, 841694  , 11587.000080, 170, 1080.999945, 277, 135, 2891.999955, 181, 167, 3525.000024, 309, 168, 4088.999954, 166, 169, 
192136, 1088615  , 12169.000008, 224, 108.999975, 440, 75, 2876.000058, 321, 201, 2734.999915, 545, 205, 6448.999980, 249, 204, 
192843, 1294219  , 12582.000036, 262, 578.999986, 319, 157, 3033.999932, 233, 229, 3043.999920, 476, 240, 5925.000060, 169, 252, 
194645, 989473  , 57517.000048, 202, 347.999946, 429, 129, 14724.999906, 251, 201, 15695.000040, 496, 202, 26748.999984, 192, 202, 
194746, 1064880  , 19846.999944, 216, 2068.000025, 321, 175, 5492.999936, 215, 214, 3227.999980, 438, 212, 9058.000042, 175, 214, 
195445, 875938  , 126485.000048, 179, 934.999983, 368, 153, 42423.000000, 230, 179, 22241.000063, 521, 179, 60885.999929, 159, 179, 
195849, 1103314  , 27877.000050, 226, 76.000022, 380, 61, 5844.000096, 233, 216, 6484.000107, 447, 221, 15473.000032, 196, 224, 
195950, 1082215  , 28735.999971, 218, 1037.000060, 351, 173, 9890.999965, 205, 217, 5902.000004, 395, 211, 11906.000082, 167, 213, 
197348, 882043  , 33095.999952, 182, 490.000000, 232, 98, 3642.000000, 234, 160, 8095.999959, 454, 171, 20867.999970, 176, 170, 
198249, 905073  , 1699.000072, 187, 70.000001, 292, 43, 457.999952, 227, 124, 458.000008, 400, 118, 712.999971, 154, 127, 
198855, 934573  , 8274.000090, 195, 401.999952, 360, 136, 2166.000056, 209, 187, 1715.999916, 410, 186, 3989.999940, 165, 194, 
