TUB_with_NAccRegressed,PAG_with_NAccRegressed,NAcc_with_TUBRegressed,PAG_with_TUBRegressed
0.51811151037417,0.337301774331784,0.533755487006485,0.285690423287022
0.416423181670607,0.215507041640153,0.664390371369844,0.212249035609321
0.379850125594278,0.236459071040141,0.576027022168738,0.24473699389552
0.358056999669106,0.234079945255011,0.622325346844227,0.25351229269194
0.388365387911318,0.244639168999554,0.679954327073889,0.253836852308531
0.375699117289212,0.244610504165226,0.637181165558942,0.257276940509642
0.38780256220432,0.198843270694572,0.630809681854415,0.206151440173694
0.368449124484917,0.26559157770779,0.655221332091808,0.282082904544043
0.399968884347241,0.221207389534235,0.609781715989291,0.222496888258937
0.330188693038609,0.22462197470108,0.657159360496325,0.257264009619193
0.341361810206308,0.229058558033436,0.645223444710982,0.256492300577194
0.391458939177936,0.185881988349699,0.64179709929088,0.192130004887398
0.435912309834188,0.220271234906921,0.576074268242459,0.20500875752093
0.364357417776338,0.193348836181766,0.661800149885874,0.211842993504495
0.40146635962286,0.242325536768444,0.510491168455297,0.238691154840878
0.418267288331944,0.245761429169649,0.578861852414069,0.238029287960191
0.374429888723166,0.151158195932638,0.614780276792597,0.16338862356088
0.338468617423099,0.178640488330249,0.637959351143912,0.206974957330545
0.461944027532788,0.260101846145147,0.5154031173567,0.231283283972928
0.448358084653117,0.269065051994134,0.501171147569136,0.245336059307695
0.408407359327223,0.227151850821554,0.579715750224195,0.223597171032756
0.448486302724201,0.221781902085823,0.578066768754551,0.201325361736149
0.373573445509019,0.228523922594562,0.625792335594427,0.241590351981965
0.461935194233686,0.213654106667247,0.505241156243412,0.184399675090242
0.454384229273199,0.238802158604552,0.511770066530143,0.213001060453277
