TUB_with_NAccRegressed,PAG_with_NAccRegressed,NAcc_with_TUBRegressed,PAG_with_TUBRegressed
0.473771421474029,0.404282765249025,0.659367760489257,0.411927953010579
0.463212320590298,0.237425807132627,0.747941918679485,0.244820353585294
0.491624620986908,0.273940063074894,0.714630631349716,0.274942154571947
0.490313992838405,0.242570928836782,0.595359345512415,0.248031989587968
0.513020659817649,0.240803928131772,0.725992095303975,0.235735875209988
0.52161428267394,0.248248304864581,0.739789686300148,0.240423910963976
0.527531157744619,0.189586095883959,0.6771683858135,0.182349833010914
0.461347905367134,0.241901991331862,0.778729620296202,0.248730143054049
0.507163131417719,0.256555615083016,0.637998334740179,0.256075187219318
0.468608258116827,0.257630688104819,0.689678742147584,0.265601404006113
0.495709690587146,0.20610035230233,0.715502133442541,0.205988222820114
0.554409290182649,0.299403166455634,0.673642825500081,0.28515494272392
0.506771580528872,0.209017005470021,0.704528829677594,0.206347275304397
0.424146661177542,0.37168400751354,0.764493629919878,0.388876101674687
0.455392120141997,0.186385773094169,0.742566627976552,0.196041087649653
0.46949632938966,0.192598850228272,0.755466529052074,0.19806625105427
0.535992850134226,0.217048477028423,0.734287675403276,0.205597644616676
0.472385302010694,0.316156289648331,0.764071433940655,0.320560354378829
0.545427381249558,0.248806408474867,0.637232607390977,0.23819700529225
0.484409986063844,0.167606849812999,0.689078381627247,0.171404465470366
0.505978817924175,0.183043986393691,0.711886714755897,0.180331039389363
0.523347037557806,0.246022850314819,0.69146817818873,0.239404161604502
0.549587176377029,0.240243338024242,0.619093911398126,0.22915513862587
0.479680079597555,0.312584592475742,0.738641162968765,0.315929164788516
0.514938814573484,0.286032823032474,0.680543498129852,0.282022244463629
0.501187869767908,0.258281831143386,0.705903932439104,0.257046625202505
0.494635802906086,0.252418277401293,0.71720531681275,0.25253245221695
0.529151250400993,0.238203795468594,0.699873873555534,0.22975492958041
0.526598788181286,0.298718804973087,0.666381059514211,0.29210181909876
0.489820840543044,0.33111643888579,0.652599851870953,0.334735376362062
0.534147478683213,0.360790374065103,0.700528994255268,0.350992923188609
0.480503564955047,0.216836951581425,0.678375729881157,0.222040241774556
0.477530388728895,0.23711771435579,0.730928196895667,0.241298672691513
0.515147166959623,0.332671859486252,0.693698220980802,0.328152557675057
0.458407747573956,0.247925846671982,0.703628192272615,0.258122968406652
0.564833942222298,0.289172204215954,0.65389714486679,0.272837875864801
0.517212278079397,0.238294379149266,0.675577847832508,0.233851580721202
0.49487569571934,0.186313587309731,0.707066281032497,0.186713573816976
0.530625883702861,0.212587382651023,0.704042653345888,0.203603455198241
0.540764389078213,0.253826854629156,0.68455938478485,0.242823721153259
0.530886053158681,0.238999601508248,0.588129282071811,0.233942009123787
0.540598091980178,0.25233557388456,0.638541647791884,0.242962747816699
0.496890125888136,0.172846613778746,0.745320065242009,0.171393410002838
0.4534537251016,0.191811480357918,0.793520034232004,0.200224948687827
0.551374884227973,0.175566642825869,0.648913099459807,0.162976155109356
0.531673727143651,0.207070244605697,0.718988499004362,0.197293054480575
0.485337427623196,0.236344853535325,0.724029124457207,0.238691618311878
0.465431875036739,0.2403589542195,0.737513659599749,0.247523877403446
0.479654500446843,0.255661167184191,0.693810465438755,0.260557784507413
0.47261301471415,0.226070146986464,0.7071756507,0.232374900755637
0.494806406329079,0.29599699464245,0.713246663056804,0.296202340829843
0.514130960572288,0.200650676469584,0.674213809687038,0.197072679325452
0.529575293044395,0.312522392279402,0.593656154018668,0.30762217275608
0.441505716732454,0.277138983303214,0.875996678558803,0.285880601148153
0.554619653971319,0.293386348842062,0.631947319673196,0.280519484624957
0.489571710499642,0.242501470017742,0.656475885545834,0.246052924970916
0.49178855446872,0.256635059348245,0.722418394200389,0.257325208607022
0.425491234120186,0.249653193058654,0.739227788039672,0.267359317217003
0.436123012656588,0.142646734031864,0.73348857246338,0.15772899722619
0.508109464037211,0.244579440925779,0.725045860083751,0.240847439625773
0.549090545167776,0.300348119542734,0.66193015202628,0.287915216624127
0.483362612535507,0.160924270674044,0.711219206650371,0.164236694619386
0.503089535847093,0.258617399269835,0.699678016724381,0.257092088589019
0.521024822649573,0.277223989933191,0.683207427522969,0.271506356720823
0.519908445863514,0.194613159461016,0.658988537384994,0.190026607611294
0.489425786444302,0.178848504453763,0.691261917992734,0.181239658153786
0.439378067201169,0.315760352353568,0.790764226221071,0.328004503063214
0.469676281898018,0.242465541606982,0.68291840042291,0.250385823216107
0.486583687586741,0.279969354991723,0.750011692101082,0.281089775597395
0.563304204895078,0.227818064468452,0.675400360105841,0.211148541810784
0.452337675819179,0.207902256465885,0.832821223096639,0.215257264103345
0.505699918660951,0.289066439347738,0.749015821273589,0.285147720100255
0.493318774104011,0.166828512923194,0.764794698562474,0.165651883894658
0.548238161794148,0.21449639144224,0.65200272504899,0.20263189749044
0.466538914076392,0.269530060963077,0.712536149383169,0.277262117451773
0.506407902924785,0.259531389912865,0.665446824508302,0.258305286408951
0.486776812745086,0.231831508834932,0.715550817975976,0.23408849568766
0.498941219009463,0.257872183244841,0.616647418030027,0.260309797435152
0.471003942528175,0.242732261481303,0.764199026257746,0.247498542413393
0.472892286850481,0.280849088828221,0.751409217900408,0.285555049534662
0.452087508053205,0.15299395159845,0.745776058929524,0.163415688459372
0.550221670385874,0.162926356096799,0.663800507446933,0.150128782712962
0.53518599188734,0.252691116809538,0.659480335395661,0.244032937810937
0.504135374887695,0.22846728651912,0.676946120635099,0.227447948261591
0.490943447746311,0.282166808394917,0.689968383357933,0.284199759785254
0.476382877727525,0.236583376417882,0.721543102605668,0.241392377370833
0.51487895251954,0.302000840924277,0.656616297333378,0.298830889530166
0.491097051271182,0.254659932179288,0.712132698267368,0.255888141718847
0.55054141726581,0.233089583739415,0.632581208715424,0.221283238155345
0.424916697415821,0.22402909802615,0.751806190361134,0.241454143489522
0.559405461521657,0.285313449182399,0.652276481460184,0.270475707040746
0.484082640788299,0.242738756287903,0.671216190944508,0.24723893635572
0.449159572327218,0.178995578410248,0.745102031889194,0.190217625089719
0.559052550333601,0.215995289630184,0.691702721557335,0.199892238852403
0.461162548605363,0.219617502447149,0.751305291668898,0.227440129243474
0.463256659636628,0.274938684833692,0.728933243068027,0.282976668173603
0.53904927918676,0.261197596661735,0.669370146374666,0.251173208454215
0.613274961687587,0.264782344735965,0.591727798843452,0.237734620031756
0.446965513195635,0.224830203569177,0.760007545014207,0.236120781868152
0.478475219936901,0.306915409497344,0.733862744578241,0.310744458644809
0.542497833984252,0.213096622921018,0.737938648592058,0.199793517164078
0.511879228267512,0.287180974787048,0.754580310632046,0.281430460021385
0.502688828685183,0.185326442380926,0.714092299597226,0.183410638043305
0.455620266238174,0.276587093330221,0.775105869385821,0.285060272039215
0.464237246168311,0.278210878486045,0.848883864357286,0.281854070120285
0.505927408802226,0.30993128943104,0.710357421669955,0.307284699216204
0.412270603438705,0.219855251822269,0.741322390606042,0.24099794591664
0.481284183376869,0.29135164229722,0.763917042409608,0.293399256974157
0.513191343647873,0.166807635627244,0.670788314174066,0.163597086133483
0.480969004442522,0.157005309239853,0.804316581319945,0.157744052750179
0.448009302954705,0.283622010780786,0.737475206742463,0.295412226883957
0.480931386421449,0.229998237520643,0.70886565705989,0.234037035047099
0.464682138616678,0.231825126764907,0.695840196390133,0.240625461207851
0.482309455602581,0.245825552290611,0.666175976938285,0.25097006709468
0.474556320114862,0.250909545126531,0.746042845558417,0.255358841721547
0.482644648378147,0.257836880990524,0.761046578439768,0.259622368126956
0.500401042155246,0.236564340189965,0.664015003151558,0.236981816384104
0.448362249661826,0.190803223295807,0.750165496478423,0.202062349093856
0.496110084688827,0.252841599178482,0.70323371305098,0.25304608132958
0.451916294020141,0.163789187825245,0.676576467364111,0.176641585658885
0.493248949448378,0.202817281653895,0.692854673469135,0.204138863965665
0.509151123048294,0.339842049252218,0.674124542291553,0.337588782740265
0.494812663321497,0.216383830340574,0.764387518776154,0.214824756629026
0.531918193641303,0.244680749117245,0.649850492043287,0.237221775207713
0.503243417880555,0.208847575650199,0.686217113315884,0.20774540449468
0.512669291353024,0.209533395429908,0.641284361730556,0.207478362279439
0.537236352914141,0.275235689423989,0.653952586955785,0.266223876977581
0.487357917180549,0.292669798417805,0.726168179143832,0.294406592855541
0.451121030665417,0.196014047957562,0.736948844847486,0.206996551528701
0.500221766168987,0.241910668058643,0.737049994666492,0.239858302384775
0.478634526133604,0.24581166770204,0.730863746788813,0.249701808413537
0.468626600416178,0.277208549785557,0.713735467092438,0.284345193364973
0.454935119492144,0.227987122290046,0.729703675769096,0.238207094620326
0.449804386467821,0.246013907220731,0.736803102231457,0.257350872996528
0.455746064896414,0.234990037200036,0.737939574151848,0.244710903048027
0.553977741753913,0.296719428840967,0.699146458433126,0.281706661171416
0.468990490620217,0.172912895394165,0.674769684456223,0.18129606239389
0.495433814954815,0.257298742216696,0.69425087456956,0.257992333857902
0.498438576984858,0.163803123204152,0.749512659404678,0.161794445698746
0.515302546761313,0.341184132163471,0.737106511171301,0.335127364668423
0.561880228602453,0.265601688974967,0.68427974691047,0.24900403000186
0.510336613314829,0.146886651485571,0.668307772227681,0.144519251265267
0.450445288443956,0.24615459991366,0.794889643565725,0.255319301579311
0.462998810724459,0.206139335731699,0.779975249281242,0.212486400350336
0.466878407430296,0.284335249979754,0.734097740234065,0.291234004397409
0.455723003788976,0.23050206133038,0.793093728200811,0.23832795511822
0.478629859335823,0.295373646876164,0.690090199675154,0.300670437701269
0.528967747454174,0.280744966155449,0.649924643059062,0.274066487630758
0.52837912032436,0.317520891136512,0.663407466748653,0.310533899292214
0.523833539276345,0.206792876317814,0.66546683327081,0.200941302378716
0.513357459895039,0.24347944370248,0.680368744583312,0.239894581725528
0.533629698452065,0.277418174332985,0.679287206191171,0.268490319848088
0.556116308198636,0.348239552586796,0.649635581861321,0.334365783322045
0.515236201633238,0.192281244959766,0.655536850592254,0.189053686440877
0.489015541877312,0.258280205903743,0.762378103480582,0.25832895578778
0.465251568576628,0.186971595654709,0.723201598585185,0.194677690617761
0.506498126443372,0.217185148974509,0.731627912863806,0.213653923368374
0.511790063671989,0.175998292395877,0.677667509528963,0.172922526979785
0.473029855250858,0.141182221002845,0.701327664254208,0.147577917434552
0.464773910259856,0.305704739010527,0.683463780280274,0.31490731625909
0.486623823620843,0.189349952788587,0.683269099026936,0.192760252287878
0.480281867412809,0.253359556084093,0.721254200826639,0.257143719471047
0.501422845018212,0.334869228854619,0.735808256196842,0.332540896813586
0.479054498306858,0.173940046832547,0.726149755521915,0.177881211717085
0.482404320490611,0.22144436891637,0.677471195331453,0.226174374888486
0.526216078726043,0.244935702299891,0.624089986157405,0.239878006597348
0.475697236467498,0.273182908761427,0.684879081743627,0.279437641044012
0.493889819525434,0.260595492234885,0.691647449564395,0.261788598457506
0.500130797165739,0.1724431175365,0.81033300521674,0.167888924339818
0.442953464722347,0.246625805239098,0.78843813851714,0.258001219225753
0.509735591305592,0.242661261149088,0.680871317708228,0.240020323555494
0.485014951797087,0.205571383726914,0.699228792076978,0.208858569346298
0.515181740931272,0.260911408809669,0.648121276840239,0.257953909469463
0.4629287442173,0.314643639672791,0.758630596634041,0.321745022636617
0.492146834139837,0.225399889160266,0.719405853964145,0.226098789020983
0.507829090327646,0.242515751948015,0.600718852911145,0.243143553565377
0.552472817950438,0.256774116295838,0.626489964070008,0.244665132440827
0.480006005324128,0.225947316792307,0.753552480284326,0.228691414240459
0.51051715371316,0.33133891130043,0.691303738099733,0.328130954221818
0.542018575299912,0.281126229597447,0.659652254587575,0.270648750513294
0.446686329455272,0.21603697066133,0.791900791902492,0.226302325540951
0.540144963777425,0.209542804498315,0.673361704565769,0.199090036680823
0.583007796484624,0.240444589560108,0.589692367793914,0.221499958486084
0.491872353635998,0.328862795410628,0.712518848213115,0.329871928861717
0.459532247684251,0.313635275477324,0.806697312346697,0.319981294260481
0.480255972115342,0.224036791589395,0.783377396550756,0.225686521241653
0.531177761922255,0.287353064125112,0.686071753858384,0.278842101368156
0.506055020251739,0.269821642658563,0.691179784864604,0.267802212628811
0.49897320632569,0.234866952586213,0.698814634877607,0.234463879403608
0.45034883948655,0.221328411700677,0.767125316658906,0.231475711524954
0.500392531556556,0.137799813583194,0.677488767999456,0.137755125215286
0.545672225034714,0.219476805142308,0.634252005024683,0.20890515769844
0.567920788082154,0.304898103415438,0.622614914370553,0.288822781292416
0.504384513208722,0.177638741488303,0.701188922644852,0.17571766358504
0.502515865598473,0.290323381812983,0.750479322149597,0.287199268344842
0.512917544626693,0.234764109632924,0.646919573292367,0.232448951354326
0.554447877542634,0.270605518245347,0.622432135173667,0.258112219786795
0.500186752982214,0.210869605534468,0.806012574868988,0.206449481267452
0.509298884521557,0.209612492641081,0.679695928362269,0.207127971604418
0.490444076460765,0.234775209385213,0.759180779662087,0.234555032432824
0.510781119527692,0.277532525397594,0.736849590666072,0.27268460478613
0.56029874272107,0.244955206699799,0.64303158099178,0.230199046649343
0.469022115597231,0.100179261558263,0.747444840904057,0.106049016420447
0.508049406529993,0.292599811642811,0.708002864930945,0.28947119970821
0.588120268123251,0.380978464625701,0.653268316746409,0.35848559772859
0.482165617497136,0.22739192271151,0.785353234243226,0.228466726055582
0.468295085511018,0.212927584867963,0.785583517506035,0.217675703263575
0.478747592941604,0.192031781688083,0.704180254451833,0.196811659898672
0.476406618902787,0.26996202761557,0.734451346473827,0.274319797132672
0.431593875147251,0.161062882428781,0.785982642551075,0.175537780263408
0.500989613419302,0.271495802446625,0.700955108854748,0.270483793493921
0.476222398630739,0.314797340223552,0.77097417765763,0.31794510712979
0.55304824559054,0.290322762434456,0.69161408963423,0.275816314976758
0.536423125461437,0.294317697890261,0.690745239974195,0.284253521537362
0.52450919552409,0.208180413163678,0.686280528253934,0.201432098201269
0.487506282284594,0.15140994798023,0.714871857050045,0.153496735817665
0.458793231608559,0.205798067637413,0.676799452988159,0.216817633550286
0.483921774312208,0.16702828914183,0.695304224136415,0.170740879915414
0.469031586049023,0.296702340781899,0.734997227197287,0.302998635354847
0.550019303653422,0.453025110069992,0.645141451941203,0.440924398572169
0.431706854449271,0.161466033561461,0.778954088942407,0.176153211750802
0.553488441951627,0.194252349889894,0.645815300116163,0.181207699052127
0.47548462122755,0.194671689633655,0.703954803878778,0.200325334686572
0.511471786883108,0.196807272742678,0.738104891124771,0.191732779759848
0.488357340359626,0.185894177683846,0.689929930009153,0.188614809915741
0.490003934632116,0.277939280153311,0.746208605111194,0.278283051381449
0.480488197362359,0.185389583176672,0.735378716692812,0.18863213256442
0.428163252631046,0.155642182789244,0.847442204028876,0.16890913940533
0.501168024607753,0.173018648559048,0.665823583143115,0.173170227449808
0.48379698003033,0.274496138095421,0.741546582464878,0.27664793498752
0.509033987573155,0.339919074586523,0.683521772992221,0.337372985530211
0.457552415586554,0.244354842255512,0.777515910682118,0.25223215564402
0.474715685843969,0.210315215679268,0.741182705947924,0.214889739194681
0.49777578665242,0.196512710060442,0.68979502229376,0.196738327622238
0.438448369854575,0.275117456760762,0.688427492234197,0.291135765176722
0.526595956022194,0.225737928665162,0.703797002298691,0.217832015195075
0.494133268833949,0.208144139427873,0.754280846456831,0.207113741620861
0.50473777163132,0.282153074941206,0.670387396768055,0.281199930750776
0.506370057870984,0.266757652609837,0.683885505105784,0.26490603569919
0.482318060918531,0.210420540318522,0.690108118187513,0.214737861244718
0.466826638238679,0.269397788023497,0.753620157240091,0.275637369518896
0.460883638677039,0.155028732850376,0.783764722665739,0.16180654792194
0.571199068841375,0.257507144161543,0.613832151181145,0.240864493661911
0.518310833263697,0.251539624829386,0.610614014726844,0.249044488267534
0.475612277334137,0.187270347153788,0.707845547537799,0.192756003240435
0.532694315062462,0.232250367503152,0.670318378421813,0.223879908592266
0.463170943218864,0.194477898977329,0.746783543047525,0.201923354737308
0.455153542684536,0.301555944381303,0.748021505447124,0.311086555039402
0.493380617166805,0.235528162658154,0.738105162520367,0.235255074278996
0.455898401650666,0.308378581895681,0.731706004245215,0.318273880530367
0.462181625451754,0.247572247982387,0.747738788037537,0.255247343573767
0.518289558760808,0.2964700956752,0.603809212110402,0.29421515814997
0.473901396799557,0.248939396126937,0.699518673882838,0.25516613815097
0.503202958566154,0.162876370165627,0.679655225610182,0.162011116750846
0.558469774524486,0.352381374525327,0.665503468736242,0.337336047439839
0.415700112609364,0.252014546028743,0.7834526779718,0.270794868442569
0.431633677857786,0.202806884434224,0.80345531788663,0.216668958024804
0.582976786869817,0.256042155838925,0.649894779018895,0.235030655337431
0.483457655854187,0.214542615376655,0.718008711721567,0.217595789256882
0.49597866946926,0.253530451957796,0.677265414486323,0.254664905568603
0.459462472204445,0.176086259829793,0.712645420047208,0.185692644423868
0.545329061857688,0.288504180697975,0.617725624700449,0.278593252092051
0.537039543150044,0.246538467867932,0.689544118667924,0.236352094764761
0.527953215827406,0.240463610282308,0.726144621107484,0.231427185170465
0.528359997928834,0.161066369766784,0.607383604918733,0.156015523229809
0.459166412054663,0.236075815576719,0.744511611875886,0.244662388319822
0.485639364104441,0.224073555004215,0.690271590993519,0.227503764152608
0.521278061500963,0.253819671888829,0.731278786467984,0.246377871144912
0.555299971024571,0.202409209318259,0.655456051795312,0.18855147264396
0.460293437055468,0.26584237773443,0.770312317369862,0.273240519934775
0.43672040582861,0.25057373150889,0.778661847261378,0.263940381501641
0.488516865383554,0.208951385814532,0.730010927612777,0.210248139697378
0.48014628145481,0.219221168227545,0.748868106367936,0.222089500577389
0.480952604394279,0.192426374365796,0.72937085901785,0.195752752777113
0.489238630586873,0.107143228530096,0.716506301309553,0.108713912266889
0.525436686388468,0.242873093668939,0.663912446225915,0.236649620649267
0.492599431148562,0.312546884368303,0.712774151197903,0.313354250779255
0.492432058325982,0.322357948110616,0.693334352914054,0.323879800185847
0.526879298679569,0.204767723478205,0.641833318548187,0.198922418792394
0.491900213399901,0.276699968936651,0.728483297353152,0.277151434423523
0.497441737815088,0.339538205460766,0.656847380427764,0.340988142595692
0.440769936482544,0.272803625209198,0.768634100371889,0.28544116933776
0.48420343136434,0.187373516340253,0.684223488857266,0.191393293702228
0.512444795319696,0.247160464449948,0.713944118109226,0.242660524746563
0.498030920288311,0.261337374385426,0.711202904322022,0.260757377171736
0.531604009549995,0.178549564786137,0.728971465213652,0.168446777818051
0.473571140121579,0.286729144672396,0.741057204026477,0.291611757619906
0.551156419759166,0.230549509383866,0.718285424309255,0.215625827852965
0.476365822550865,0.232422461337623,0.729282569160483,0.236969219328466
0.460349570131676,0.195893231501482,0.752468760279611,0.203891520310562
0.48521721818234,0.195207332098726,0.682251638891156,0.199026016580856
0.534932916953361,0.240490608984275,0.726519386402087,0.229588846759971
0.479226593066057,0.172368030772448,0.700853244024195,0.177135459641381
0.461668451213489,0.342963643802421,0.793440997254547,0.349199640171446
0.478689121688006,0.229338113422653,0.729662373895997,0.233255174194109
